Date,RevenueCenterName,BreakFast,Dinner,Lunch,Month,Day,DayOfWeek,IsWeekend,IsHoliday,TotalRevenue,lag_1d,lag_1w,lag_1m,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m
2023-06-16,RevenueCenter_1,761.0,1999.5,723.0,6,16,4,1,0,3483.5,3899.0,3431.0,4284.0,276.0,773.0,1451.0,754.0,552.0,472.0,2869.0,2106.0,2361.0
2023-06-17,RevenueCenter_1,518.0,2233.0,40.0,6,17,5,1,0,2791.0,3483.5,2918.0,3249.5,761.0,147.0,114.0,723.0,471.0,190.0,1999.5,2300.0,2945.5
2023-06-18,RevenueCenter_1,160.0,2529.0,877.0,6,18,6,0,0,3566.0,2791.0,3108.0,2446.5,518.0,473.0,746.0,40.0,592.0,598.0,2233.0,2043.0,1102.5
2023-06-19,RevenueCenter_1,774.5,1401.5,259.5,6,19,0,0,0,2435.5,3566.0,2467.0,3223.0,160.0,466.0,635.0,877.0,295.0,750.0,2529.0,1706.0,1838.0
2023-06-20,RevenueCenter_1,5.0,1322.4,498.0,6,20,1,0,1,1825.4,2435.5,2294.0,1725.0,774.5,702.0,154.0,259.5,595.0,303.0,1401.5,997.0,1268.0
2023-06-21,RevenueCenter_1,596.0,1214.5,849.0,6,21,2,0,0,2659.5,1825.4,3229.5,3349.0,5.0,390.0,690.0,498.0,770.0,739.0,1322.4,2069.5,1920.0
2023-06-22,RevenueCenter_1,468.9,1695.5,1073.0,6,22,3,0,0,3237.4,2659.5,3899.0,3903.0,596.0,276.0,1289.0,849.0,754.0,183.0,1214.5,2869.0,2431.0
2023-06-23,RevenueCenter_1,530.0,1375.5,919.0,6,23,4,1,0,2824.5,3237.4,3483.5,2945.0,468.9,761.0,276.0,1073.0,723.0,641.0,1695.5,1999.5,2028.0
2023-06-24,RevenueCenter_1,995.0,1596.0,949.0,6,24,5,1,0,3540.0,2824.5,2791.0,3428.0,530.0,518.0,718.0,919.0,40.0,575.0,1375.5,2233.0,2135.0
2023-06-25,RevenueCenter_1,1066.0,2123.0,565.0,6,25,6,0,0,3754.0,3540.0,3566.0,2671.0,995.0,160.0,928.0,949.0,877.0,40.0,1596.0,2529.0,1703.0
2023-06-26,RevenueCenter_1,716.0,3030.7,1049.0,6,26,0,0,0,4795.7,3754.0,2435.5,1885.5,1066.0,774.5,409.0,565.0,259.5,287.5,2123.0,1401.5,1189.0
2023-06-27,RevenueCenter_1,812.0,1130.0,499.0,6,27,1,0,0,2441.0,4795.7,1825.4,2501.0,716.0,5.0,1116.0,1049.0,498.0,187.0,3030.7,1322.4,1198.0
2023-06-28,RevenueCenter_1,1648.0,2160.0,921.0,6,28,2,0,1,4729.0,2441.0,2659.5,2962.5,812.0,596.0,366.0,499.0,849.0,691.0,1130.0,1214.5,1905.5
2023-06-29,RevenueCenter_1,1373.0,3887.5,880.0,6,29,3,0,1,6140.5,4729.0,3237.4,5688.5,1648.0,468.9,915.0,921.0,1073.0,796.0,2160.0,1695.5,3977.5
2023-06-30,RevenueCenter_1,1935.0,2915.0,379.0,6,30,4,1,1,5229.0,6140.5,2824.5,4079.0,1373.0,530.0,1055.0,880.0,919.0,1110.0,3887.5,1375.5,1914.0
2023-07-01,RevenueCenter_1,448.0,2619.0,1214.0,7,1,5,1,0,4281.0,5229.0,3540.0,4359.5,1935.0,995.0,827.0,379.0,949.0,236.5,2915.0,1596.0,3296.0
2023-07-02,RevenueCenter_1,619.0,2287.5,879.0,7,2,6,0,0,3785.5,4281.0,3754.0,2984.0,448.0,1066.0,176.0,1214.0,565.0,782.0,2619.0,2123.0,2026.0
2023-07-03,RevenueCenter_1,1030.0,2781.0,696.0,7,3,0,0,0,4507.0,3785.5,4795.7,3077.0,619.0,716.0,682.0,879.0,1049.0,598.0,2287.5,3030.7,1797.0
2023-07-04,RevenueCenter_1,1070.0,2351.5,931.0,7,4,1,0,0,4352.5,4507.0,2441.0,3536.5,1030.0,812.0,879.0,696.0,499.0,960.0,2781.0,1130.0,1697.5
2023-07-05,RevenueCenter_1,1577.0,1437.5,818.0,7,5,2,0,0,3832.5,4352.5,4729.0,2775.0,1070.0,1648.0,964.0,931.0,921.0,377.0,2351.5,2160.0,1434.0
2023-07-06,RevenueCenter_1,1531.0,3471.0,390.5,7,6,3,0,0,5392.5,3832.5,6140.5,3412.0,1577.0,1373.0,875.0,818.0,880.0,632.0,1437.5,3887.5,1905.0
2023-07-07,RevenueCenter_1,1125.0,3995.5,102.0,7,7,4,1,0,5222.5,5392.5,5229.0,4392.5,1531.0,1935.0,406.0,390.5,379.0,460.0,3471.0,2915.0,3526.5
2023-07-08,RevenueCenter_1,589.0,1420.0,1057.5,7,8,5,1,0,3066.5,5222.5,4281.0,4935.5,1125.0,448.0,372.0,102.0,1214.0,677.0,3995.5,2619.0,3886.5
2023-07-09,RevenueCenter_1,426.0,1723.0,855.0,7,9,6,0,0,3004.0,3066.5,3785.5,3431.0,589.0,619.0,773.0,1057.5,879.0,552.0,1420.0,2287.5,2106.0
2023-07-10,RevenueCenter_1,604.0,1741.0,618.0,7,10,0,0,0,2963.0,3004.0,4507.0,2918.0,426.0,1030.0,147.0,855.0,696.0,471.0,1723.0,2781.0,2300.0
2023-07-11,RevenueCenter_1,90.0,2445.0,853.0,7,11,1,0,0,3388.0,2963.0,4352.5,3108.0,604.0,1070.0,473.0,618.0,931.0,592.0,1741.0,2351.5,2043.0
2023-07-12,RevenueCenter_1,1018.0,2978.0,290.0,7,12,2,0,0,4286.0,3388.0,3832.5,2467.0,90.0,1577.0,466.0,853.0,818.0,295.0,2445.0,1437.5,1706.0
2023-07-13,RevenueCenter_1,334.5,1660.0,745.0,7,13,3,0,0,2739.5,4286.0,5392.5,2294.0,1018.0,1531.0,702.0,290.0,390.5,595.0,2978.0,3471.0,997.0
2023-07-14,RevenueCenter_1,315.0,2536.0,764.0,7,14,4,1,0,3615.0,2739.5,5222.5,3229.5,334.5,1125.0,390.0,745.0,102.0,770.0,1660.0,3995.5,2069.5
2023-07-15,RevenueCenter_1,1271.0,3310.0,279.5,7,15,5,1,0,4860.5,3615.0,3066.5,3899.0,315.0,589.0,276.0,764.0,1057.5,754.0,2536.0,1420.0,2869.0
2023-07-16,RevenueCenter_1,644.0,2112.0,217.0,7,16,6,0,0,2973.0,4860.5,3004.0,3483.5,1271.0,426.0,761.0,279.5,855.0,723.0,3310.0,1723.0,1999.5
2023-07-17,RevenueCenter_1,773.0,2603.5,720.0,7,17,0,0,0,4096.5,2973.0,2963.0,2791.0,644.0,604.0,518.0,217.0,618.0,40.0,2112.0,1741.0,2233.0
2023-07-18,RevenueCenter_1,204.0,3499.2,627.5,7,18,1,0,0,4330.7,4096.5,3388.0,3566.0,773.0,90.0,160.0,720.0,853.0,877.0,2603.5,2445.0,2529.0
2023-07-19,RevenueCenter_1,136.0,2256.5,1624.0,7,19,2,0,0,4016.5,4330.7,4286.0,2435.5,204.0,1018.0,774.5,627.5,290.0,259.5,3499.2,2978.0,1401.5
2023-07-20,RevenueCenter_1,738.9,1422.5,648.0,7,20,3,0,0,2809.4,4016.5,2739.5,1825.4,136.0,334.5,5.0,1624.0,745.0,498.0,2256.5,1660.0,1322.4
2023-07-21,RevenueCenter_1,1301.9,2727.5,929.0,7,21,4,1,0,4958.4,2809.4,3615.0,2659.5,738.9,315.0,596.0,648.0,764.0,849.0,1422.5,2536.0,1214.5
2023-07-22,RevenueCenter_1,536.5,1344.5,781.0,7,22,5,1,0,2662.0,4958.4,4860.5,3237.4,1301.9,1271.0,468.9,929.0,279.5,1073.0,2727.5,3310.0,1695.5
2023-07-23,RevenueCenter_1,1187.0,1712.0,1525.0,7,23,6,0,0,4424.0,2662.0,2973.0,2824.5,536.5,644.0,530.0,781.0,217.0,919.0,1344.5,2112.0,1375.5
2023-07-24,RevenueCenter_1,172.0,2823.5,1319.0,7,24,0,0,0,4314.5,4424.0,4096.5,3540.0,1187.0,773.0,995.0,1525.0,720.0,949.0,1712.0,2603.5,1596.0
2023-07-25,RevenueCenter_1,297.0,3460.0,176.0,7,25,1,0,0,3933.0,4314.5,4330.7,3754.0,172.0,204.0,1066.0,1319.0,627.5,565.0,2823.5,3499.2,2123.0
2023-07-26,RevenueCenter_1,852.0,2206.0,1175.5,7,26,2,0,0,4233.5,3933.0,4016.5,4795.7,297.0,136.0,716.0,176.0,1624.0,1049.0,3460.0,2256.5,3030.7
2023-07-27,RevenueCenter_1,170.0,2250.0,760.0,7,27,3,0,0,3180.0,4233.5,2809.4,2441.0,852.0,738.9,812.0,1175.5,648.0,499.0,2206.0,1422.5,1130.0
2023-07-28,RevenueCenter_1,870.4,2031.0,85.5,7,28,4,1,0,2986.9,3180.0,4958.4,4729.0,170.0,1301.9,1648.0,760.0,929.0,921.0,2250.0,2727.5,2160.0
2023-07-29,RevenueCenter_1,621.0,1732.0,915.0,7,29,5,1,0,3268.0,2986.9,2662.0,6140.5,870.4,536.5,1373.0,85.5,781.0,880.0,2031.0,1344.5,3887.5
2023-07-30,RevenueCenter_1,959.0,1443.0,1241.0,7,30,6,0,0,3643.0,3268.0,4424.0,5229.0,621.0,1187.0,1935.0,915.0,1525.0,379.0,1732.0,1712.0,2915.0
2023-07-31,RevenueCenter_1,553.0,1635.5,1114.0,7,31,0,0,0,3302.5,3643.0,4314.5,4281.0,959.0,172.0,448.0,1241.0,1319.0,1214.0,1443.0,2823.5,2619.0
2023-08-01,RevenueCenter_1,749.0,1647.0,319.0,8,1,1,0,0,2715.0,3302.5,3933.0,3785.5,553.0,297.0,619.0,1114.0,176.0,879.0,1635.5,3460.0,2287.5
2023-08-02,RevenueCenter_1,520.0,3336.0,380.0,8,2,2,0,0,4236.0,2715.0,4233.5,4507.0,749.0,852.0,1030.0,319.0,1175.5,696.0,1647.0,2206.0,2781.0
2023-08-03,RevenueCenter_1,392.0,3275.0,429.5,8,3,3,0,0,4096.5,4236.0,3180.0,4352.5,520.0,170.0,1070.0,380.0,760.0,931.0,3336.0,2250.0,2351.5
2023-08-04,RevenueCenter_1,305.0,2733.5,1962.0,8,4,4,1,0,5000.5,4096.5,2986.9,3832.5,392.0,870.4,1577.0,429.5,85.5,818.0,3275.0,2031.0,1437.5
2023-08-05,RevenueCenter_1,502.0,2337.0,90.0,8,5,5,1,0,2929.0,5000.5,3268.0,5392.5,305.0,621.0,1531.0,1962.0,915.0,390.5,2733.5,1732.0,3471.0
2023-08-06,RevenueCenter_1,836.0,2405.0,402.0,8,6,6,0,0,3643.0,2929.0,3643.0,5222.5,502.0,959.0,1125.0,90.0,1241.0,102.0,2337.0,1443.0,3995.5
2023-08-07,RevenueCenter_1,689.0,3158.0,552.0,8,7,0,0,0,4399.0,3643.0,3302.5,3066.5,836.0,553.0,589.0,402.0,1114.0,1057.5,2405.0,1635.5,1420.0
2023-08-08,RevenueCenter_1,482.0,428.5,745.0,8,8,1,0,0,1655.5,4399.0,2715.0,3004.0,689.0,749.0,426.0,552.0,319.0,855.0,3158.0,1647.0,1723.0
2023-08-09,RevenueCenter_1,1109.0,1140.0,585.0,8,9,2,0,0,2834.0,1655.5,4236.0,2963.0,482.0,520.0,604.0,745.0,380.0,618.0,428.5,3336.0,1741.0
2023-08-10,RevenueCenter_1,711.5,3287.0,685.0,8,10,3,0,0,4683.5,2834.0,4096.5,3388.0,1109.0,392.0,90.0,585.0,429.5,853.0,1140.0,3275.0,2445.0
2023-08-11,RevenueCenter_1,1186.0,3364.0,523.0,8,11,4,1,0,5073.0,4683.5,5000.5,4286.0,711.5,305.0,1018.0,685.0,1962.0,290.0,3287.0,2733.5,2978.0
2023-08-12,RevenueCenter_1,795.0,3160.0,796.0,8,12,5,1,0,4751.0,5073.0,2929.0,2739.5,1186.0,502.0,334.5,523.0,90.0,745.0,3364.0,2337.0,1660.0
2023-08-13,RevenueCenter_1,352.0,2064.0,320.0,8,13,6,0,0,2736.0,4751.0,3643.0,3615.0,795.0,836.0,315.0,796.0,402.0,764.0,3160.0,2405.0,2536.0
2023-08-14,RevenueCenter_1,611.0,3869.5,610.0,8,14,0,0,0,5090.5,2736.0,4399.0,4860.5,352.0,689.0,1271.0,320.0,552.0,279.5,2064.0,3158.0,3310.0
2023-08-15,RevenueCenter_1,332.0,1547.5,1300.0,8,15,1,0,0,3179.5,5090.5,1655.5,2973.0,611.0,482.0,644.0,610.0,745.0,217.0,3869.5,428.5,2112.0
2023-08-16,RevenueCenter_1,615.0,1793.0,667.0,8,16,2,0,0,3075.0,3179.5,2834.0,4096.5,332.0,1109.0,773.0,1300.0,585.0,720.0,1547.5,1140.0,2603.5
2023-08-17,RevenueCenter_1,680.0,1771.0,915.0,8,17,3,0,0,3366.0,3075.0,4683.5,4330.7,615.0,711.5,204.0,667.0,685.0,627.5,1793.0,3287.0,3499.2
2023-08-18,RevenueCenter_1,508.4,2361.0,575.0,8,18,4,1,0,3444.4,3366.0,5073.0,4016.5,680.0,1186.0,136.0,915.0,523.0,1624.0,1771.0,3364.0,2256.5
2023-08-19,RevenueCenter_1,827.0,2147.0,0.0,8,19,5,1,0,2974.0,3444.4,4751.0,2809.4,508.4,795.0,738.9,575.0,796.0,648.0,2361.0,3160.0,1422.5
2023-08-20,RevenueCenter_1,449.0,1415.0,160.0,8,20,6,0,0,2024.0,2974.0,2736.0,4958.4,827.0,352.0,1301.9,0.0,320.0,929.0,2147.0,2064.0,2727.5
2023-08-21,RevenueCenter_1,516.0,1879.0,939.0,8,21,0,0,0,3334.0,2024.0,5090.5,2662.0,449.0,611.0,536.5,160.0,610.0,781.0,1415.0,3869.5,1344.5
2023-08-22,RevenueCenter_1,481.4,1687.0,135.0,8,22,1,0,0,2303.4,3334.0,3179.5,4424.0,516.0,332.0,1187.0,939.0,1300.0,1525.0,1879.0,1547.5,1712.0
2023-08-23,RevenueCenter_1,619.4,1668.4,505.0,8,23,2,0,0,2792.8,2303.4,3075.0,4314.5,481.4,615.0,172.0,135.0,667.0,1319.0,1687.0,1793.0,2823.5
2023-08-24,RevenueCenter_1,1158.3,1685.0,43.0,8,24,3,0,0,2886.3,2792.8,3366.0,3933.0,619.4,680.0,297.0,505.0,915.0,176.0,1668.4,1771.0,3460.0
2023-08-25,RevenueCenter_1,477.0,2258.0,589.5,8,25,4,1,0,3324.5,2886.3,3444.4,4233.5,1158.3,508.4,852.0,43.0,575.0,1175.5,1685.0,2361.0,2206.0
2023-08-26,RevenueCenter_1,437.9,1998.0,542.0,8,26,5,1,0,2977.9,3324.5,2974.0,3180.0,477.0,827.0,170.0,589.5,0.0,760.0,2258.0,2147.0,2250.0
2023-08-27,RevenueCenter_1,798.9,1187.0,880.0,8,27,6,0,0,2865.9,2977.9,2024.0,2986.9,437.9,449.0,870.4,542.0,160.0,85.5,1998.0,1415.0,2031.0
2023-08-28,RevenueCenter_1,494.0,2050.0,1177.0,8,28,0,0,0,3721.0,2865.9,3334.0,3268.0,798.9,516.0,621.0,880.0,939.0,915.0,1187.0,1879.0,1732.0
2023-08-29,RevenueCenter_1,570.0,1908.0,201.0,8,29,1,0,0,2679.0,3721.0,2303.4,3643.0,494.0,481.4,959.0,1177.0,135.0,1241.0,2050.0,1687.0,1443.0
2023-08-30,RevenueCenter_1,544.0,1390.0,90.0,8,30,2,0,0,2024.0,2679.0,2792.8,3302.5,570.0,619.4,553.0,201.0,505.0,1114.0,1908.0,1668.4,1635.5
2023-08-31,RevenueCenter_1,470.0,3875.0,856.0,8,31,3,0,0,5201.0,2024.0,2886.3,2715.0,544.0,1158.3,749.0,90.0,43.0,319.0,1390.0,1685.0,1647.0
2023-09-01,RevenueCenter_1,552.0,2913.0,240.0,9,1,4,1,0,3705.0,5201.0,3324.5,4236.0,470.0,477.0,520.0,856.0,589.5,380.0,3875.0,2258.0,3336.0
2023-09-02,RevenueCenter_1,1027.0,3785.0,1377.0,9,2,5,1,0,6189.0,3705.0,2977.9,4096.5,552.0,437.9,392.0,240.0,542.0,429.5,2913.0,1998.0,3275.0
2023-09-03,RevenueCenter_1,569.0,2608.0,205.0,9,3,6,0,0,3382.0,6189.0,2865.9,5000.5,1027.0,798.9,305.0,1377.0,880.0,1962.0,3785.0,1187.0,2733.5
2023-09-04,RevenueCenter_1,364.0,1952.0,360.0,9,4,0,0,0,2676.0,3382.0,3721.0,2929.0,569.0,494.0,502.0,205.0,1177.0,90.0,2608.0,2050.0,2337.0
2023-09-05,RevenueCenter_1,219.0,1894.5,122.0,9,5,1,0,0,2235.5,2676.0,2679.0,3643.0,364.0,570.0,836.0,360.0,201.0,402.0,1952.0,1908.0,2405.0
2023-09-06,RevenueCenter_1,484.0,1672.0,180.0,9,6,2,0,0,2336.0,2235.5,2024.0,4399.0,219.0,544.0,689.0,122.0,90.0,552.0,1894.5,1390.0,3158.0
2023-09-07,RevenueCenter_1,502.0,2783.0,355.0,9,7,3,0,0,3640.0,2336.0,5201.0,1655.5,484.0,470.0,482.0,180.0,856.0,745.0,1672.0,3875.0,428.5
2023-09-08,RevenueCenter_1,917.0,3014.5,495.0,9,8,4,1,0,4426.5,3640.0,3705.0,2834.0,502.0,552.0,1109.0,355.0,240.0,585.0,2783.0,2913.0,1140.0
2023-09-09,RevenueCenter_1,527.0,1668.0,267.0,9,9,5,1,0,2462.0,4426.5,6189.0,4683.5,917.0,1027.0,711.5,495.0,1377.0,685.0,3014.5,3785.0,3287.0
2023-09-10,RevenueCenter_1,724.0,2819.0,445.0,9,10,6,0,0,3988.0,2462.0,3382.0,5073.0,527.0,569.0,1186.0,267.0,205.0,523.0,1668.0,2608.0,3364.0
2023-09-11,RevenueCenter_1,1720.5,2908.5,222.0,9,11,0,0,0,4851.0,3988.0,2676.0,4751.0,724.0,364.0,795.0,445.0,360.0,796.0,2819.0,1952.0,3160.0
2023-09-12,RevenueCenter_1,1088.5,948.0,1151.0,9,12,1,0,0,3187.5,4851.0,2235.5,2736.0,1720.5,219.0,352.0,222.0,122.0,320.0,2908.5,1894.5,2064.0
2023-09-13,RevenueCenter_1,96.0,1775.9,344.0,9,13,2,0,0,2215.9,3187.5,2336.0,5090.5,1088.5,484.0,611.0,1151.0,180.0,610.0,948.0,1672.0,3869.5
2023-09-14,RevenueCenter_1,807.6,2986.0,785.0,9,14,3,0,0,4578.6,2215.9,3640.0,3179.5,96.0,502.0,332.0,344.0,355.0,1300.0,1775.9,2783.0,1547.5
2023-09-15,RevenueCenter_1,862.0,1240.0,936.0,9,15,4,1,0,3038.0,4578.6,4426.5,3075.0,807.6,917.0,615.0,785.0,495.0,667.0,2986.0,3014.5,1793.0
2023-09-16,RevenueCenter_1,997.0,2307.0,534.0,9,16,5,1,0,3838.0,3038.0,2462.0,3366.0,862.0,527.0,680.0,936.0,267.0,915.0,1240.0,1668.0,1771.0
2023-09-17,RevenueCenter_1,633.5,1788.0,524.0,9,17,6,0,0,2945.5,3838.0,3988.0,3444.4,997.0,724.0,508.4,534.0,445.0,575.0,2307.0,2819.0,2361.0
2023-09-18,RevenueCenter_1,1110.0,2805.9,1120.0,9,18,0,0,0,5035.9,2945.5,4851.0,2974.0,633.5,1720.5,827.0,524.0,222.0,0.0,1788.0,2908.5,2147.0
2023-09-19,RevenueCenter_1,345.0,1570.0,975.9,9,19,1,0,0,2890.9,5035.9,3187.5,2024.0,1110.0,1088.5,449.0,1120.0,1151.0,160.0,2805.9,948.0,1415.0
2023-09-20,RevenueCenter_1,1576.0,2781.9,567.5,9,20,2,0,0,4925.4,2890.9,2215.9,3334.0,345.0,96.0,516.0,975.9,344.0,939.0,1570.0,1775.9,1879.0
2023-09-21,RevenueCenter_1,168.0,3112.6,843.0,9,21,3,0,0,4123.6,4925.4,4578.6,2303.4,1576.0,807.6,481.4,567.5,785.0,135.0,2781.9,2986.0,1687.0
2023-09-22,RevenueCenter_1,640.9,1398.5,671.0,9,22,4,1,0,2710.4,4123.6,3038.0,2792.8,168.0,862.0,619.4,843.0,936.0,505.0,3112.6,1240.0,1668.4
2023-09-23,RevenueCenter_1,2310.46,890.9,1665.0,9,23,5,1,0,4866.360000000001,2710.4,3838.0,2886.3,640.9,997.0,1158.3,671.0,534.0,43.0,1398.5,2307.0,1685.0
2023-09-24,RevenueCenter_1,1256.0,1484.0,153.0,9,24,6,0,0,2893.0,4866.360000000001,2945.5,3324.5,2310.46,633.5,477.0,1665.0,524.0,589.5,890.9,1788.0,2258.0
2023-09-25,RevenueCenter_1,1923.4,3757.0,0.0,9,25,0,0,0,5680.4,2893.0,5035.9,2977.9,1256.0,1110.0,437.9,153.0,1120.0,542.0,1484.0,2805.9,1998.0
2023-09-26,RevenueCenter_1,132.0,719.5,713.0,9,26,1,0,0,1564.5,5680.4,2890.9,2865.9,1923.4,345.0,798.9,0.0,975.9,880.0,3757.0,1570.0,1187.0
2023-09-27,RevenueCenter_1,260.0,1503.0,205.0,9,27,2,0,0,1968.0,1564.5,4925.4,3721.0,132.0,1576.0,494.0,713.0,567.5,1177.0,719.5,2781.9,2050.0
2023-09-28,RevenueCenter_1,1227.4,1227.5,411.0,9,28,3,0,0,2865.9,1968.0,4123.6,2679.0,260.0,168.0,570.0,205.0,843.0,201.0,1503.0,3112.6,1908.0
2023-09-29,RevenueCenter_1,506.0,1474.0,765.0,9,29,4,1,0,2745.0,2865.9,2710.4,2024.0,1227.4,640.9,544.0,411.0,671.0,90.0,1227.5,1398.5,1390.0
2023-09-30,RevenueCenter_1,1058.0,1175.0,1747.0,9,30,5,1,0,3980.0,2745.0,4866.360000000001,5201.0,506.0,2310.46,470.0,765.0,1665.0,856.0,1474.0,890.9,3875.0
2023-10-01,RevenueCenter_1,2143.0,1476.0,142.0,10,1,6,0,0,3761.0,3980.0,2893.0,3705.0,1058.0,1256.0,552.0,1747.0,153.0,240.0,1175.0,1484.0,2913.0
2023-10-02,RevenueCenter_1,125.0,1467.5,118.0,10,2,0,0,0,1710.5,3761.0,5680.4,6189.0,2143.0,1923.4,1027.0,142.0,0.0,1377.0,1476.0,3757.0,3785.0
2023-10-03,RevenueCenter_1,263.0,1213.0,220.0,10,3,1,0,0,1696.0,1710.5,1564.5,3382.0,125.0,132.0,569.0,118.0,713.0,205.0,1467.5,719.5,2608.0
2023-10-04,RevenueCenter_1,258.0,1341.5,613.0,10,4,2,0,0,2212.5,1696.0,1968.0,2676.0,263.0,260.0,364.0,220.0,205.0,360.0,1213.0,1503.0,1952.0
2023-10-05,RevenueCenter_1,472.0,1091.0,180.0,10,5,3,0,0,1743.0,2212.5,2865.9,2235.5,258.0,1227.4,219.0,613.0,411.0,122.0,1341.5,1227.5,1894.5
2023-10-06,RevenueCenter_1,420.0,687.5,254.0,10,6,4,1,0,1361.5,1743.0,2745.0,2336.0,472.0,506.0,484.0,180.0,765.0,180.0,1091.0,1474.0,1672.0
2023-10-07,RevenueCenter_1,238.0,1768.5,247.0,10,7,5,1,0,2253.5,1361.5,3980.0,3640.0,420.0,1058.0,502.0,254.0,1747.0,355.0,687.5,1175.0,2783.0
2023-10-08,RevenueCenter_1,505.0,1441.8,337.0,10,8,6,0,0,2283.8,2253.5,3761.0,4426.5,238.0,2143.0,917.0,247.0,142.0,495.0,1768.5,1476.0,3014.5
2023-10-09,RevenueCenter_1,257.8,1926.0,651.0,10,9,0,0,0,2834.8,2283.8,1710.5,2462.0,505.0,125.0,527.0,337.0,118.0,267.0,1441.8,1467.5,1668.0
2023-10-10,RevenueCenter_1,168.0,2178.0,546.0,10,10,1,0,0,2892.0,2834.8,1696.0,3988.0,257.8,263.0,724.0,651.0,220.0,445.0,1926.0,1213.0,2819.0
2023-10-11,RevenueCenter_1,204.9,1070.2,450.0,10,11,2,0,0,1725.1000000000001,2892.0,2212.5,4851.0,168.0,258.0,1720.5,546.0,613.0,222.0,2178.0,1341.5,2908.5
2023-10-12,RevenueCenter_1,668.0,2031.0,214.0,10,12,3,0,0,2913.0,1725.1000000000001,1743.0,3187.5,204.9,472.0,1088.5,450.0,180.0,1151.0,1070.2,1091.0,948.0
2023-10-13,RevenueCenter_1,511.4,2852.5,136.0,10,13,4,1,0,3499.9,2913.0,1361.5,2215.9,668.0,420.0,96.0,214.0,254.0,344.0,2031.0,687.5,1775.9
2023-10-14,RevenueCenter_1,748.3,2634.0,653.5,10,14,5,1,0,4035.8,3499.9,2253.5,4578.6,511.4,238.0,807.6,136.0,247.0,785.0,2852.5,1768.5,2986.0
2023-10-15,RevenueCenter_1,1317.3,3306.0,902.5,10,15,6,0,0,5525.8,4035.8,2283.8,3038.0,748.3,505.0,862.0,653.5,337.0,936.0,2634.0,1441.8,1240.0
2023-10-16,RevenueCenter_1,365.3,4197.0,626.4,10,16,0,0,0,5188.7,5525.8,2834.8,3838.0,1317.3,257.8,997.0,902.5,651.0,534.0,3306.0,1926.0,2307.0
2023-10-17,RevenueCenter_1,328.0,3593.5,461.0,10,17,1,0,0,4382.5,5188.7,2892.0,2945.5,365.3,168.0,633.5,626.4,546.0,524.0,4197.0,2178.0,1788.0
2023-10-18,RevenueCenter_1,809.0,3508.0,1001.0,10,18,2,0,0,5318.0,4382.5,1725.1000000000001,5035.9,328.0,204.9,1110.0,461.0,450.0,1120.0,3593.5,1070.2,2805.9
2023-10-19,RevenueCenter_1,734.0,4063.0,467.0,10,19,3,0,0,5264.0,5318.0,2913.0,2890.9,809.0,668.0,345.0,1001.0,214.0,975.9,3508.0,2031.0,1570.0
2023-10-20,RevenueCenter_1,411.0,1510.0,951.0,10,20,4,1,0,2872.0,5264.0,3499.9,4925.4,734.0,511.4,1576.0,467.0,136.0,567.5,4063.0,2852.5,2781.9
2023-10-21,RevenueCenter_1,1157.0,2285.0,748.0,10,21,5,1,0,4190.0,2872.0,4035.8,4123.6,411.0,748.3,168.0,951.0,653.5,843.0,1510.0,2634.0,3112.6
2023-10-22,RevenueCenter_1,405.0,1755.0,280.0,10,22,6,0,0,2440.0,4190.0,5525.8,2710.4,1157.0,1317.3,640.9,748.0,902.5,671.0,2285.0,3306.0,1398.5
2023-10-23,RevenueCenter_1,255.0,1876.0,730.0,10,23,0,0,0,2861.0,2440.0,5188.7,4866.360000000001,405.0,365.3,2310.46,280.0,626.4,1665.0,1755.0,4197.0,890.9
2023-10-24,RevenueCenter_1,592.0,1598.0,125.0,10,24,1,0,0,2315.0,2861.0,4382.5,2893.0,255.0,328.0,1256.0,730.0,461.0,153.0,1876.0,3593.5,1484.0
2023-10-25,RevenueCenter_1,242.0,2569.0,502.0,10,25,2,0,0,3313.0,2315.0,5318.0,5680.4,592.0,809.0,1923.4,125.0,1001.0,0.0,1598.0,3508.0,3757.0
2023-10-26,RevenueCenter_1,20.0,1627.0,750.0,10,26,3,0,0,2397.0,3313.0,5264.0,1564.5,242.0,734.0,132.0,502.0,467.0,713.0,2569.0,4063.0,719.5
2023-10-27,RevenueCenter_1,575.0,2414.0,396.0,10,27,4,1,0,3385.0,2397.0,2872.0,1968.0,20.0,411.0,260.0,750.0,951.0,205.0,1627.0,1510.0,1503.0
2023-10-28,RevenueCenter_1,454.0,1167.0,135.0,10,28,5,1,0,1756.0,3385.0,4190.0,2865.9,575.0,1157.0,1227.4,396.0,748.0,411.0,2414.0,2285.0,1227.5
2023-10-29,RevenueCenter_1,500.0,2407.0,188.0,10,29,6,0,0,3095.0,1756.0,2440.0,2745.0,454.0,405.0,506.0,135.0,280.0,765.0,1167.0,1755.0,1474.0
2023-10-30,RevenueCenter_1,296.0,2161.0,40.0,10,30,0,0,0,2497.0,3095.0,2861.0,3980.0,500.0,255.0,1058.0,188.0,730.0,1747.0,2407.0,1876.0,1175.0
